row.names	c1G	c1R	c2G	c2R	c3G	c3R	c4G	c4R	c5G	c5R	c6G	c6R	c7G	c7R	c8G	c8R	k1G	k1R	k2G	k2R	k3G	k3R	k4G	k4R	k5G	k5R	k6G	k6R	k7G	k7R	k8G	k8R
307	4577.71	2157.29	6976	3584.8	9503.4	5582.5	3296.62	2239.31	7212.44	3431.44	11866.1	6676	7370.89	1794	7151.72	4457.22	1974.23	1646.53	330.72	359.89	3970.26	1745.17	521.64	559.29	2786.09	1633.65	1191.24	801.59	10100.6	4841.3	6024.56	3472.25
308	1161.63	817	2030.27	1319.8	1574.08	910.33	764.18	705.64	984.56	576.87	2778	1346.87	935.92	497.46	2193.1	1882.8	478	481.45	354.88	386.78	1101.15	659.23	1121.94	1245.76	1058.54	1579.46	1126.17	912.7	1263.67	699.67	1434.76	904.48
309	3312.91	1320.73	4815.71	2139.14	6163.33	1916.11	2487.36	1000	309.72	262.08	5491.08	2182	2531.89	829.78	4326.65	2211.76	1124.58	648.75	2685.82	1127.45	1971.95	745.42	3588.9	2556.6	1133.24	778.84	3371.8	1736.87	3895.36	1628.09	4036.43	1881.21
310	1746.78	1215.22	2770.7	1586.4	1081.62	814.69	1283.44	817.56	989.28	551.14	2085.62	1124.15	1057.41	553.06	1801.11	998.11	333.5	482.59	420	301.6	1102.77	739.15	1251.57	1639.36	669.64	814.36	1320.18	1158.77	1066.75	677.12	2143.11	1252.67
311	816.94	510.71	954.31	885.69	662.44	488	769.54	628.63	397.93	344.24	921.77	661.77	369.54	394.46	740.53	523.27	370.67	538.75	377.25	499.25	844.15	493.31	742	1060.83	707.4	899.4	709.25	621.65	596.82	423.23	714.9	625.43
312	5510.67	2781	4517.42	2232.59	1610.43	868	4672.63	2329.09	4189.33	1988.33	8038.92	3508.17	4596.67	1623.08	8008.42	4216.75	1452.34	960.61	3769.15	2163.31	4567.08	1910.54	4620.93	3359.4	2160.83	1395.44	4363.45	2135.3	5566.34	2144.6	6085.08	3041.69
313	1936.9	1320.05	4197.8	2681.9	3400.89	2033.33	3188.27	2023.36	2408.64	1187.09	5275	2549.92	2386.75	1013.83	3696.69	2015.56	511.39	518.67	410.52	372.74	2070.24	1233.88	3585.5	2800.89	1137.97	862.61	3984.47	1866.41	2924.44	1451.44	3477.4	1855.4
314	1152	948.92	1185.67	923.93	970.93	724.36	1094.83	777.58	907	709.91	1413.14	763.27	746	549	1218.29	1007.21	383.88	386.47	286.62	330.12	1328.22	754.44	918.31	1059.92	741.35	753	756.53	650.71	1314.73	799.09	1079.8	728.33
315	4669.56	2697.55	4255	3138.89	3285.25	1823.42	1952.31	1490.08	1458.67	736.25	2818.25	1328.75	2029.67	1027.11	2820.25	1747.33	1019.15	759.23	391.32	354.37	4479.25	2257.08	823.69	866.08	1777.58	1020.58	1736.56	1364.11	5618	1977.89	3558.93	2059.93
316	5950.72	4386.78	8744.23	5161.23	6351.87	3803.33	4584.79	3202	557.85	384.76	4314.55	2660.55	898.29	608.29	2679.73	1668.87	2584.29	3156.06	3131.2	1923.52	772.07	578.79	2556.87	2261.58	1335.7	704.93	4025.73	2474.86	3950.68	2086.07	3662.78	2013.26
317	1511.45	1709.55	1397.87	991.21	946.62	720.7	1071.92	670.39	367.86	281.98	442.43	345.14	591.2	317.81	774.28	662.41	275.02	397.02	644.33	571.33	987.34	647.92	684.67	591.5	499.24	451.45	760.7	532.82	607.43	500.89	457.91	492.32
318	0	0	1275.07	953.74	762.22	622.17	843.4	768.44	340.48	315.18	717.2	707.4	633.12	507.55	662.35	580	636.48	1328.32	0	0	541.63	469.58	777.82	1053.42	550	708.14	904.71	1404.2	551.5	691	642.03	599.39
319	476.75	392.48	683.2	521.28	398.95	331.55	577.34	542.16	0	0	353.41	537.03	0	0	389.48	422.43	2085.2	2054.3	293	400.32	1154.41	870.92	365.34	339.97	808.21	491.33	0	0	0	0	404.25	341.73
320	4466.31	1789.69	6129.33	3535.56	5321.82	2128.25	3081.73	1447.95	2706.71	947.64	4857.2	2413.4	2474.76	1932.77	3174.06	2632.56	1818	2737.62	3140.58	2433.58	1283.95	662.27	4902.53	3784.6	1550.39	859.61	4171.21	2165.26	3945.91	1856.36	2933.45	2320
321	3627	2048.24	4969.85	2401.46	3692	2137.46	2598.55	2047.3	1843.06	906.33	3787.2	1786.8	2136.79	912.84	3280.33	1949.5	1452.94	2173.19	2521.08	1758.62	1760.62	958	3411.13	2595.07	1554.68	1989	3361	1476	3193.8	1532.85	2973.63	1946.52
322	2672.81	1626	5267.79	3377.86	3763.14	1875.36	3098.33	1936.42	1989.71	1252.93	3846	2048.36	2385.17	937.75	2613.67	1847.4	1196.1	1224.43	2198.27	1507.87	1918.84	980.52	2836.38	2922.06	1163.56	887.94	2961.25	1796.56	2636.24	1450.64	2581.75	1872.7
323	1615.27	1039.53	5199.47	3581.73	2353.71	1305.36	1847.15	1764.8	1344.19	621	2768.64	1479.36	1422.29	739.53	1816.26	1357.1	818.45	4900.85	1160.18	997.73	1873.74	1089.53	1435.5	1064.8	891.43	752.5	1156.87	654.2	1710.41	841.94	1538.74	904.6
324	3691.17	1548.5	5654.44	4100.34	3523	2256.25	2866.93	1952.64	3424	998.2	5795.67	2498.17	3508.78	1000.56	5052.09	2324.27	1975.73	1240.63	3265.08	2227.08	3401.89	1776.33	3449.44	2428.89	1680.58	971.33	4172.33	1456.25	4786.67	1463.56	5372.89	1572
325	4103.67	2220.92	4182.25	2860	3448.67	1629.33	2735.42	1582.17	3071.44	1516.33	5935.89	2501.11	2193.64	879.55	5584.38	2943	936.46	940.09	3022.14	2392	1522.67	845.67	2085.38	1800.85	1179.14	837.86	2448.75	1517.67	5033.89	2258.55	3916.22	2107.22
326	4142.25	1832.09	9620.08	4646.08	5024.25	2649.92	6198.64	2756.36	3134.93	1442.07	9344.27	3660.82	3630.33	1466.33	6689.82	3930	1645.81	1494.09	5801.58	3580.5	2592.4	1169.2	4966.33	3453.83	1908.9	1034.5	8615	3959.67	6318.56	2767.78	10380.33	5452.89
327	2537.73	1431.82	2145.75	1482.75	1961.83	1385.09	1389.75	1165.34	1203.69	420.12	2703.73	1651.27	1117.91	647.64	1425.73	957.8	698.83	777.75	1129.27	1077.55	1971.56	1490.56	1020	952	893.5	839.2	1533.25	1010.67	2601.67	918.33	1550.08	764.42
328	2588.33	1238.56	3039.58	2261.42	2902.85	1743.15	2699.64	2037.27	2846	1199.42	5521.73	3068.82	2235.92	980.42	3167.17	1725.25	940.71	681.22	1910.25	1477.83	2170.58	1433.17	1591.92	1387.09	1857.33	1106.33	3120.55	1627.36	2662.19	1118.44	2874.19	1448.36
329	557.65	467.57	751.12	787.11	490.06	407.05	638	572.56	376.37	315.85	739.55	632.55	413.67	343.33	891.7	764.1	277.41	386.18	574.67	513.92	437.53	429.87	807.2	973.9	667	769	783.1	563.7	502	341.57	655.76	508.12
330	7329.67	4079.33	11798.6	9016.9	8248.36	5140.64	10584.44	6354.89	10158.56	3302.89	15165.33	9121.77	6804.75	2920.67	14658.44	8076.33	4697.33	2306.33	5540	4315.64	8056.44	4581.44	5042.58	3643.33	3299.64	2114.64	9888.44	4080.89	7578.6	2618.47	11249.25	4979.08
331	2185.78	1185	3276.08	1390.5	2469.25	1060.75	1770.3	927.5	1396.24	713.23	3762.67	1685.92	1566.16	604.25	3249.25	1804	1015.18	879	2047.89	1132.67	2173	1012.33	1680.4	1323.8	1095	591.09	2791.64	1220	2827.22	1120.55	801.91	555.91
332	1372.38	890.44	1885	1191.5	1528	983.75	1200.59	953.08	1104.4	590.8	2593	1352.22	837.23	451.48	1676.25	1032.75	1173.56	928.56	767.08	620.46	1108.85	737.08	794.19	938.5	928.89	775.44	931.62	529.12	1416.33	723.89	1233.57	708.93
333	1372.25	1278.5	1587.18	1195.18	1551.33	1135.11	1472.45	1174.63	1377.67	743.11	1839.33	1153.42	1066.5	578.17	2165.1	1470.8	490.25	584.09	946.78	707.89	1239.44	969.22	1098.5	1128.38	1026.25	1045.75	1320.3	961.3	1350.44	795	2022.56	933.78
334	535.26	541.21	771.62	584.31	513.36	426.55	602.5	389.29	434.81	427	875.41	547.16	553.19	323.67	837.4	762.7	210.71	439.86	415.3	324.2	444.78	422.78	767	565.83	520.95	485.2	624.92	461.67	502.79	459.64	667.44	539.31
335	453.33	348.23	580.96	514.13	390.71	250.54	462.89	451.67	288.96	297.15	499.44	474.69	301.58	297.34	345.16	478.11	192.84	272.78	340.43	322.14	410.37	328.32	351.17	422.78	560.13	524.69	461.41	392.38	522.4	433.5	458.6	478.73
336	7504.89	4197.44	8240.5	3938.75	6783.56	3954.44	8550	4441	3190.5	2130	7402.67	3522.08	5706.33	2375.11	6979.46	3567.27	2646.89	1990.22	5733.11	2989.44	5112.58	2483.75	5219.78	3659.44	3562.33	1957.44	5437.89	2816.11	5456	2761.91	7273.33	4455.92
337	1735.92	1529.67	1866.75	1377.42	1185	869	2167.61	1610	712.07	414.43	1378.33	1031.67	463	375.38	924.77	623	609.87	871.6	1209.17	968.17	645.79	588.64	886.65	948.24	530.42	361.92	720	729.18	761.36	476.41	1241.69	696.69
338	2366.95	2530.15	2495.73	2119.36	817.43	731.43	971.33	1018.89	681.64	425.57	2171.56	1206.89	557.17	366.13	1187.23	885.23	1043.92	3871.33	1145.33	796.25	4491.61	2412.54	791.24	983.44	596.85	519	1286.36	860.58	1234.55	618.18	2141	1069.44
339	652	701.89	925.67	572.33	362.5	351.5	658.96	526.44	303.92	240.55	611.8	692.9	373.27	298.35	449.67	429.7	319.37	400.76	382.69	403.53	796.63	509	449	416.64	447.9	634.2	719.56	1181.67	351.82	472.63	596.59	496
340	1163.33	807.78	1834.34	1071.61	1557.5	961.25	1122.17	970.83	555.5	307	1706.11	1110.67	471.16	316.44	1186.15	1041.08	2313.94	2192.25	1018.44	1066.19	721	479.53	1540.38	1548.46	660.22	911.11	1380.67	1373.07	814.46	613.46	1152.72	1108.06
341	1000.8	586.33	2141.18	2543.91	749.11	415.11	561	514.38	377.18	307.53	589.33	497.8	314.9	360.37	671.42	613.92	503.7	815.1	390.73	466.22	536.1	366.53	601.33	814.67	509.35	538.24	489.58	418.69	453.69	444.86	530.46	529.64
342	692.34	441.02	1081.23	1102.69	369.94	285.13	480.08	479.23	264.42	257.96	433.48	507.68	302.33	251.74	809.72	707.89	304.33	374.14	376.11	409.14	2276.5	1027.25	535.19	685.5	489.33	631	556	546.43	440.06	433.94	676.75	498.92
343	5630.31	3387.38	7734.42	5732.25	6538.31	4242.15	4378.37	2975.12	3708.64	1960.86	7987.78	4065	5477.56	2005.33	5896.8	3503.33	2600.56	3110.5	3433.5	2700.25	4176.71	2139.14	5437	5496	2033.03	1628.52	4217.66	2435.08	4521.86	2195.05	4887.42	2932.83
344	5896.11	3814.22	8357.09	4737.58	6334.78	2683.67	5266.75	2431.5	1924.68	1357.32	6857.83	2943.58	3319.69	1366.23	6848.33	4425.44	1601.88	1733.75	4548.53	2160.67	3558.59	1353.92	3879.33	4993.33	1832	915.56	4266.59	2814.75	3338.77	2416.08	6774.11	4476.33
345	2483.61	1109	8487.64	4048.45	8121.67	3600.45	4749.67	2653.56	3504.62	959.54	8544.33	3091.22	2980.08	1082.75	5010.92	2444	2048.67	1501.87	4752.7	2549	2512.64	1111.43	6144.33	3143.78	1210.92	822.33	5788.5	1972.8	4882.83	1272	5996.22	2500.67
346	700.35	486.35	2641.25	2254.17	429.28	356.94	606.15	419.55	293.35	233	724.92	598.08	420.22	387.57	482.81	464.38	286.5	326.05	528.92	626.5	454.91	502.32	453.64	424.07	489.4	525.67	440.73	515.2	416	411.93	658.88	515.38
347	2722.92	1251.25	6076.3	4127.8	3805.75	2299.17	3398.92	2119.16	3166.5	1386.25	6265.67	3237.78	2236.62	1030.13	4057.17	2387.66	846	770.06	3854.34	3013.78	1629.33	1068.89	2579.08	2649.25	1418.33	879	4175	2266.7	4978.44	2099.56	4382.25	2393.17
348	4143.58	2599.67	7464	4544.67	5799.41	2911.5	5862.78	3592.11	3849	1990.17	8639.44	4072.89	4622.73	1752.27	6901.4	4470.3	2884.82	2499.27	4767.87	1962.87	3839.17	1663.33	3890.11	4479.89	2090.25	1095.93	4128.22	2725	5340.58	3057.17	5775.16	3407.58
349	744	551.56	1109.6	756.2	621.2	599.7	676.56	653.22	308.72	242.44	837.78	724.57	553.22	354.89	773.44	497.78	318.94	393.89	364.77	454.69	529.16	399.21	686	898.4	597.7	567.08	549.71	705.79	625	425.92	834.37	620.5
350	1616.87	859.53	2264.5	1547.31	2350.22	1774.67	3216.89	1322.89	1367.08	581.62	2252	1707.75	1896.42	663.17	2847.44	1738.11	1164.89	1267.78	1332.07	1055.27	2643.2	1377.1	1271.5	1122.08	1186.23	752.22	1982.55	947.91	1730.64	937.36	1617.38	1031.81
351	947.31	818.21	805.4	707.67	994.75	798.41	538.27	683.67	692.57	378.29	637.33	588.87	704.4	432.4	572.38	488.9	653.44	724.66	381	478	926.08	642.08	526.45	756.22	638.59	699.89	658	544.3	1000	648.36	533.25	467.25
352	4881.25	2102.92	10735.5	6325.5	9492.5	6312.42	7642.55	5677.67	7899.75	1881.5	15041.5	8875.83	6671.58	2216.33	8532.08	4349	1934.58	1079.33	5574.4	5933.9	6130.08	3985.25	8976.58	3457.42	3675.22	2176.33	10635.25	3579.83	7839.75	2346.33	3030.25	1219.92
353	651.77	460.15	876.22	889.78	475.5	435	563.21	456.29	374.6	293.6	599.05	520.41	400	282.72	762.9	577.3	291.93	469.6	366.06	434	325.97	348.25	568.25	704.58	433.57	405.05	483.84	472.32	665.7	485.1	589.88	385.24
354	603	504.13	1094.31	998	502.88	455.56	628.9	447.4	409.64	454.73	938.9	624.7	474.25	354.25	842	573.39	356.92	569.46	483.58	413.42	586.93	506.43	505.15	649.5	552.27	629.36	525.82	497.35	483.33	391.47	693.92	646.58
355	2632.33	1383.07	3138.22	2040.78	2321.17	1620.42	2066	1893.27	1695.5	748.92	3737.22	1729	2111.11	1110.33	2919.87	2084.53	958.17	874.67	1244.45	1192.33	1479.5	1315.75	1292.75	1218.08	1121.7	1054.8	2235.4	1347.9	2584.33	1251.78	2521.75	1466.34
356	1147.67	779	2234.67	1072.44	1148	687.83	1278.5	889.5	713.41	497.76	2189.5	1226.9	715.17	482.67	1394.09	1017.82	336.46	452	551.5	398.06	1020.59	632.42	980.08	1009.33	677.78	656.56	1250.82	578.73	1227.11	757.11	1536.67	725.83
357	398.75	425.95	638.43	545.69	471.28	335.78	461.33	447	355.71	373.93	632	525.5	339.35	260.66	494.73	486.27	259.42	549.58	389.71	352.93	386.14	386.46	645	814.36	489.66	517.72	560.45	481.3	464.7	586.7	555.92	533.46
358	3330.56	2707.11	1939.44	1565.06	1662.75	1327.33	1842.89	2066.94	644.25	566.25	1496.58	1105.58	982.09	961.55	1285.83	1140.66	1137.33	2374.07	781.56	855.62	897.74	732.58	1262	1579.95	734	668.9	1380.06	2405.5	866.05	854.75	1024	1232.94
359	900.55	949.32	708.24	574.44	351.79	296.81	537.43	456.7	297.52	267.07	699.38	739.7	379.92	373.39	544.88	471.48	416.22	1285.56	444.14	504.05	506.7	476.21	610.31	605.54	997.5	6468.5	504.87	479.2	424.96	309.04	561.68	516.96
360	692.33	484	1037.48	844.27	352.91	390.57	476.04	478.37	291.24	284.07	776.17	648.67	396.72	332	504.1	526.23	439.07	873	457.33	388.83	823.46	603.21	843.44	827.67	395.93	341.8	517.07	627.79	386.91	374.27	485.85	458.38
361	632.89	487.75	2754	2594.4	387.77	397.76	464.5	490.67	282.18	230.89	777	530.44	410.77	306.52	719.19	495.06	314.06	467.88	498	374.63	495.67	526.23	654.62	1008.46	428.62	622.08	593.64	599.27	358	399.68	641.75	698.58
362	1084	822.89	2137.41	2056.12	710.25	570.25	813.57	646.22	539.56	374.72	885.91	651.18	348.24	318.04	751.94	702.64	710.17	1434.75	681.44	584.11	505.89	384.92	897.56	1168.44	488.56	786.77	606.78	576.61	490.19	514	1203.56	966.89
363	1150.85	926.07	1877.89	1767.89	754.22	613.44	1193.58	856.83	618.88	472	1079.75	1010.75	472.53	451.94	757.61	689.67	491.19	723.14	705.5	669.38	351.5	358.1	805.85	998.69	569.81	704.44	715.05	532.9	731.83	651.42	1303.55	1083.55
364	1870.92	1298.83	2298.8	2360.7	1524.56	931.11	1412.67	930.75	567.74	364.44	1876.55	890.64	937.22	555.67	1166.06	829.47	528.2	739.6	930.36	728.09	1482	754.35	1208.12	1257.5	738.7	782.2	1122.58	738.42	945.92	466.92	1683.33	922.66
365	612.57	448.52	906.07	746.4	402.21	400.36	513.52	487.54	285.88	256.46	423.28	452.03	283.93	293.3	537	529	275.81	469.43	398.12	390.41	410.84	401.84	547.21	640	473.23	757.89	560.42	455.11	0	0	485.33	523.75
366	2079.33	1561.83	5985.07	4451.53	2839.56	1699.78	2443.58	1319.17	1278.85	682.65	3451.15	1676.54	1954.08	984.08	2692.25	1759.92	2049.58	1735.67	1860.81	1031.69	2668.92	1027.67	1940	2037.92	1631.09	708.55	1684.77	1230.46	3226.11	1568	2778.33	1942.89
367	1108.35	760.39	1873.75	1911.75	924.83	702.25	803.96	756.57	546.67	480.2	980.67	742.76	535.91	486.91	1497.7	1434.9	618.45	719.28	728.08	1049	808.7	670.9	959.33	1661.67	639.5	743.8	1002.58	1273.25	731.33	485.07	1442.5	1534
368	1215.56	1005.67	768.57	827.46	387.5	389.95	505.57	490.3	317.94	260.22	620.13	471.83	485.56	686.11	794.67	919.77	320.88	614.81	792	1446.22	394.15	497.35	714.13	1423.53	651.56	740.22	591.87	669.56	439.91	345.49	630.8	596.65
369	1189.57	1330.14	2864.1	2810.8	1542.58	1452.42	1525.08	1632.58	1764.5	1279.5	2703.83	1831.92	1759.1	1613.6	3708	5093.44	1216.72	1958.91	1634.58	1472.75	1975.67	1744.5	1374.6	2173.6	1763.11	2271.89	1739.86	1842.62	3178.75	3227.08	3248.75	2510.25
370	1719.16	1474.38	3456	2317.91	2066.2	1430.07	2633.25	1584.17	1831	955.08	4374.89	2020	1205	616.89	3356.92	2374.75	778.95	824.21	1701.89	1273.11	2063.08	1348.5	2836.18	2469.55	1297.56	801.78	2643	1665.17	2406.62	1255.25	3214	1686.42
371	899.5	684.67	1354.33	1210.44	975.11	822.89	658.06	696.75	435.43	434.06	1046.4	786.73	627.57	415.14	1163.56	675	331.41	486.41	716.67	868	720.1	589.9	839.18	1334	578.77	911.06	822.8	922.65	816.07	520.31	856.71	713.43
372	1211.55	909.64	2392.33	1747.5	1333.17	790.08	1402.5	1050.33	798.64	649.36	2188.54	1257.31	1754.26	759.59	1468.4	1127.93	370.71	457.18	806.89	1082	1060.86	552.86	973.92	1457.17	782.83	983.75	1847.83	3099.17	1326.3	733.9	1608.33	1195.22
373	1587.71	858.43	2387.18	1348.64	2450	1219.13	1153.82	649.26	1014.68	656.21	2101.43	1223.86	1162.58	765.68	2161.93	1312.86	797.7	662.94	1736.2	855.1	1100.73	601.64	1896.92	1625.58	942.3	1067	1855.43	1179.36	1682.8	797.67	2119.67	1034.33
374	622.07	466.13	716	788.86	437.5	374.84	544.76	489.68	362.32	317.68	597.39	525.94	386.75	398.75	473.23	500.62	313.06	551.17	359.76	382.72	449.36	465.93	639.73	835.36	514.26	565.53	487.74	382.63	446.59	494.06	471.43	432.1
375	943.78	764.66	1494.56	940.56	796.91	627.45	1163.58	739	542.73	461.33	1347.46	895.38	565.44	343.38	1274.8	785.8	481	524	541.25	460.58	639.56	461.88	1014.67	1373.33	505.31	695.94	792.5	787.07	918.11	573.67	869.48	682.57
376	1035.19	685.5	1291.29	934.36	1945.89	1503.44	1607.75	1347.58	1764.89	966.67	3544.55	2114.55	1271.45	733.89	1619.56	1210.44	451.56	606.5	770.9	743.1	2333.33	1460.22	1523.33	1658.11	1288.44	882.33	1733.44	1280	1078.88	671.81	1444.78	911.78
377	834.57	743.65	859.6	643.4	662.85	561.23	663.44	583.31	495.15	492.39	915.85	609.31	615.07	681.86	887.75	813.5	297.5	427.44	568.23	466.44	649.42	563.86	665.88	890.06	606.31	540.12	754.95	972.76	636.65	662.53	657.56	627.24
378	2523.72	1847.43	2478.33	1313	2446.22	1181.67	1475.13	860.8	1424.78	1227.56	2133.17	903.75	862.14	552	2688.41	1579.16	370.81	442.72	856.36	460.45	1449.75	574.69	1241.08	1381.75	1161.09	1018.48	1067.69	1054.94	2232	1750	1972.77	1474
379	14180.81	10812.15	11053.69	8951.48	10647.95	8983.9	8927.43	9012.52	10564.92	5244.83	11802.05	7994.61	14716.67	6808.5	10201.11	7445.67	9328.94	10265	10017	8842.42	1914.33	1324.33	8450.61	5894.56	6847.08	4061.67	10518.73	6009.8	14176.94	7932.94	12974.56	7752.19
380	1599.21	1425.65	3051.25	2132.67	1180	970.21	2068.89	1609.33	918.44	522.78	1758.17	955.08	1175.56	802.89	1573.92	1051.33	513.17	754.17	1076.13	1043.07	514.78	609.93	958	986.69	646.92	570.93	1602.44	1240.45	749.16	724.95	1370.77	962.77
381	1777.5	1472.06	1599.43	1221.43	1136.38	1033.71	1226.38	984.94	891	773.33	2203.29	1483.24	1171.21	965.92	1360.29	1385.14	697.23	1239.72	1030.47	948.12	1382.83	778.92	1017.66	1098.91	739.3	875.85	1356.12	1504.81	960.84	802.96	1074.13	858.37
382	2244.93	1322.07	2914.33	2105.67	1503.46	919.85	1683.42	1279.83	1060.33	657.67	2166.92	1225.25	1627.56	909.55	1766.75	1180.58	730.76	970.62	1590.92	1215.92	2415.5	1165.31	1323.92	1421	755	988.67	1593.25	1035.58	1195.68	837	1440.94	974.22
383	3149.33	1434.08	7210	3924.92	7452.56	3940.56	4480.67	2873.75	3492.17	1555.92	4160.56	2163	2602.2	1121.6	4021.57	2561.15	2150.5	3216.42	3871.67	2534.22	1766.17	930.17	4510.89	3599.89	1707.33	1127.44	3307.07	1702.33	3218.11	1562.33	5148.33	2215.33
384	699.28	482.45	664.76	626.72	467.33	409.67	483.36	370.72	300.03	280.41	628.56	466.78	378.64	365.83	674.88	496.71	407.5	918.33	483.11	529.11	378.73	552.18	534.94	681.37	539	518.05	510.76	648.59	427.75	455.75	467.36	524.13
385	600.29	430.78	673.22	548.07	256.79	220.21	407.59	384	249.17	287	446.45	510.79	297.85	249.7	402.27	425	231.56	330.05	0	0	342.26	277.55	325.44	406.86	446.07	417.5	385.3	356	477	408.34	384.33	379.84
386	628.14	421.62	576.6	502.6	286.18	262.54	514.29	472.07	336.38	284.86	383.85	429.25	509.5	271.33	340.52	396.64	216.82	273.6	282.6	341.41	301.87	309.07	328.14	400.83	419.06	390.75	394	320.32	336.38	247.59	506.32	327.21
387	410.39	301.44	738.23	487.43	297.33	295.67	415.71	529.71	304.9	200.7	360.94	422.42	351.77	238.23	404.39	459.09	204.81	255.08	349.75	355.25	330.96	393.88	359.62	416.31	364.21	286.29	388.11	388.58	347.36	348.38	557.25	346.33
388	689.91	733.12	627.57	430	269.68	224.6	483.35	411	201.78	214.61	348.4	393.08	259.02	221.23	437.39	452.7	200.71	251.1	306.56	306.89	300.31	305.44	331.29	334.9	359.39	345.83	490.44	395.45	309.38	283.43	440.88	415.39
389	625.52	426.11	702.71	511	312	260.33	412.64	394.68	313.25	236.3	410.38	375.86	273.35	227.7	419.32	400.29	204.76	250.06	336.33	336.78	328.63	322.94	325.58	346.62	392.18	321.19	405.42	338.83	386.25	246.88	453.17	390.17
390	777.09	612	560.71	568.07	260.89	242.58	604.19	364.12	233.64	196.47	328.4	384.4	279.93	227.33	410.22	409	219.99	214.84	309.63	342.88	269.59	375.97	282.27	307.47	409.74	290.09	470.62	316.75	255.65	269.53	490.33	409.33
391	389.84	310.75	978.44	953.89	393	353.11	442.96	346.91	351.91	247.57	687	741.89	338.19	262.24	581.56	555	255.49	351.98	341.24	638.16	476.45	523.64	576.53	720.87	429.7	369.35	680.73	818.91	467.33	528.33	644.6	673.2
392	498.4	437.4	863.46	924.07	320.24	353.59	465.94	488.26	375.67	548.44	564.34	500.33	462	367.33	710	682.67	322.12	411.82	488.74	483.8	458.56	470.88	408.85	538.4	655	1131.56	727.1	629.4	489.08	409.08	595	476
393	485.58	549.32	935.58	620.17	457.72	422.93	0	0	395.62	471.94	447.1	503.5	424.47	355.47	639	556.8	221.62	318.33	383.5	403.28	381.52	394.71	570.92	717.33	511.5	636.56	634.92	799.42	352.32	346.19	528	433.3
394	1045.38	623.13	1150.38	852.15	1096.44	611.11	917.34	699	959.92	653.66	1724.77	999.78	1790.33	1087.56	1318.67	933.93	655.93	725.47	778.07	504.36	1121.78	614.56	1119.67	1233.17	1397.11	1740.78	1133.75	699	950.88	470	1040.08	763.67
395	2219.83	1782.17	2444.67	1638.44	1542.15	1093.69	1497.42	1143.84	1215.64	836.64	2730.11	1849.22	1819.58	1787.17	2073.53	1785.8	1588.56	2045.11	1335	1232.89	1998.77	1125.78	1108.93	1310	1442.43	2644.5	1176.06	1197.82	1629.73	1025.8	1475.31	1197.38
396	411.09	352.34	587.71	460.36	250.69	222.91	457.05	358	247.94	250.98	319.33	374.26	329.78	250.89	435.37	376.29	268.96	513.48	316.61	331.33	277.49	315.29	298.39	289.62	403.4	324.57	421.18	305.64	319.66	293.69	390.53	340.12
397	340.98	291.21	886.64	792.43	284.97	241.28	384.6	373.26	302.89	233.67	364.83	417.61	293.47	231.07	362.4	413.2	285	751.16	269.16	297.8	282.13	330.04	360.93	383.7	412.33	356.47	365.69	244.91	398.08	359.23	428.16	323.23
398	466.81	337.57	620.45	476.16	309.86	279.21	488.25	390.75	350.56	246.33	320.52	449.79	276.56	233.78	360.56	392.9	189.93	459.08	317.11	345.63	297.03	338.31	277.05	314.68	439.33	317	476.26	296.09	347.85	317.46	392.22	387.13
399	409.89	330.26	741.71	627	311.18	238.69	410.93	336.98	340	198.91	359.33	440.45	338.46	285.62	338.1	465.85	154.4	204.88	306.26	330.03	316.67	320.71	289.23	318.35	356.44	290.56	372.8	410.07	314.17	341.81	488.67	420
400	2205.11	1188.78	1110.23	667.41	1195.67	605.08	804	537.58	651.72	422.02	1231.29	715.72	1296.05	1579.61	994.24	781.81	1398.33	1753.08	608.81	444.18	694	572.54	938.33	1506.75	1177.28	1380.83	937.82	558	1665.42	2408.25	859.27	647.6
